imdbid,id
0055763,7588
0055805,7120
0055830,2591
0055832,7440
0055852,2609
0055894,1613
0055902,4407
0055910,4481
0055928,4637
0055992,10765
0056023,10794
0056048,3079
0056058,9818
0056059,6332
0056111,691
0056119,3845
0056138,10777
0056142,6119
0056172,1042
0056193,1279
0056194,6516
0056197,9106
0056218,1954
0056241,5686
0056262,2430
0056308,10576
0056404,10533
0056443,6044
0056452,9690
0056575,4513
0056585,10813
0056592,1108
0056663,8849
0056671,8673
0056687,1298
0056700,10980
0056732,10522
0056736,10349
0056800,1251
0056801,5846
0056860,2549
0056869,2345
0056884,1635
0056891,3725
0056910,7925
0056912,2772
0056923,1984
0056937,9388
0056983,4394
0057012,341
0057076,4659
0057115,202
0057129,4206
0057180,8440
0057187,607
0057191,10528
0057193,9226
0057215,6460
0057226,4331
0057227,10550
0057239,3829
0057259,1254
0057261,1990
0057329,5230
0057345,3382
0057358,7969
0057380,9689
0057413,629
0057427,2183
0057449,5712
0057490,6988
0057495,2102
0057541,6514
0057542,4347
0057546,3810
0057590,4494
0057611,5379
0057623,8648
0057643,6327
0057685,10494
0057687,9686
0057693,4951
0057840,2385
0057869,2204
0057878,1250
0057887,2557
0057918,4673
0057933,7202
0057997,4263
0058003,6112
0058083,3569
0058091,10645
0058092,10981
0058100,1253
0058139,1198
0058150,3807
0058164,5772
0058182,1957
0058204,10569
0058212,8204
0058213,2922
0058249,10629
0058263,3250
0058324,2720
0058329,6402
0058331,701
0058335,2766
0058361,8189
0058379,6326
0058385,1688
0058409,7236
0058430,3327
0058450,4356
0058461,661
0058534,10792
0058536,1600
0058544,4501
0058553,9697
0058564,7804
0058586,6555
0058625,1212
0058636,10499
0058658,4484
0058659,7991
0058695,7399
0058700,4376
0058708,5513
0058709,9695
0058715,3189
0058725,3680
0058751,9692
0058777,2483
0058888,9820
0058898,3116
0058946,658
0058969,10489
0058997,5960
0059017,10219
0059020,2855
0059080,6428
0059084,3623
0059100,7109
0059113,5884
0059127,7033
0059170,3649
0059183,3432
0059205,6652
0059212,2075
0059224,10815
0059229,2186
0059314,3543
0059319,2569
0059346,6346
0059348,6899
0059362,10001
0059538,9696
0059557,2845
0059563,10742
0059573,8694
0059578,3413
0059607,3828
0059616,3160
0059621,9698
0059631,9157
0059646,2338
0059682,9699
0059742,601
0059764,2389
0059793,2487
0059800,2390
0059825,4497
0059915,9691
0059956,3475
0059958,9687
0060086,2140
0060107,3706
0060125,4575
0060165,2696
0060174,4057
0060176,2626
0060196,1725
0060223,7415
0060315,3671
0060371,10885
0060390,3087
0060397,2625
0060424,2838
0060429,10796
0060446,6659
0060453,3143
0060464,6362
0060479,2701
0060522,4862
0060558,2804
0060637,9426
0060640,10644
0060647,10585
0060665,3576
0060666,9419
0060728,10480
0060758,6897
0060782,7021
0060827,589
0060841,7030
0060879,9468
0060891,10671
0060934,3092
0060959,2069
0060980,10477
0061015,10816
0061101,7239
0061107,5391
0061122,2582
0061184,2798
0061197,9688
0061198,9694
0061328,9124
0061369,4937
0061385,7943
0061391,3500
0061395,3085
0061398,3712
0061418,2083
0061452,2664
0061489,10798
0061495,4479
0061512,301
0061523,9078
0061576,9555
0061578,2966
0061590,10485
0061595,10818
0061619,9577
0061620,2928
0061634,10482
0061655,4316
0061695,6744
0061722,616
0061735,5222
0061747,2969
0061785,10946
0061811,3241
0061834,2829
0061852,493
0061856,6374
0061879,2308
0061882,7242
0061955,3878
0062082,9709
0062113,7513
0062136,4519
0062151,9707
0062164,8542
0062207,10913
0062229,4146
0062281,5384
0062362,2431
0062373,8633
0062376,10937
0062407,3596
0062411,6714
0062426,3826
0062430,3070
0062446,9764
0062467,3597
0062502,5171
0062512,2400
0062534,10788
0062622,919
0062657,10481
0062687,3947
0062711,2157
0062765,7123
0062782,3626
0062794,764
0062803,9547
0062851,6433
0062852,6471
0062853,6541
0062870,9762
0062873,7586
0062909,8289
0062925,8543
0062990,4722
0062994,4045
0063000,6807
0063010,6452
0063049,2925
0063060,2104
0063121,7986
0063172,6394
0063185,5385
0063227,2749
0063231,10531
0063268,10497
0063278,2054
0063350,3499
0063379,9556
0063385,9595
0063415,2652
0063442,599
0063462,844
0063493,7673
0063518,1249
0063522,857
0063592,10608
0063634,10821
0063642,2092
0063663,10764
0063668,323
0063759,5878
0063787,10467
0063818,9693
0063823,1815
0063850,2757
0063991,6816
0064002,2899
0064040,4350
0064106,9994
0064115,2077
0064116,2226
0064155,10593
0064156,2586
0064165,8429
0064177,6605
0064208,6910
0064240,9708
0064253,2283
0064276,2079
0064324,10783
0064333,10833
0064370,10664
0064373,6396
0064418,4755
0064437,1182
0064505,2583
0064541,2722
0064612,7924
0064665,3406
0064708,1783
0064757,4669
0064782,1817
0064793,8266
0064806,1932
0064816,9202
0064840,2456
0064990,3880
0065051,1100
0065063,7288
0065073,4237
0065088,6794
0065125,10558
0065126,2902
0065134,2428
0065207,1185
0065225,8827
0065234,7521
0065375,10931
0065377,4801
0065421,1122
0065449,2634
0065466,583
0065488,3681
0065528,8774
0065531,255
0065537,10829
0065566,2091
0065569,7057
0065571,5512
0065611,6274
0065649,7169
0065724,2984
0065772,7923
0065854,7067
0065856,4340
0065889,10478
0065904,9828
0065988,7753
0066011,3302
0066109,5484
0066115,10825
0066122,2571
0066164,3537
0066206,9594
0066207,7599
0066227,9386
0066279,9048
0066301,9578
0066327,1726
0066380,7387
0066434,626
0066473,8322
0066491,7559
0066518,2602
0066549,7907
0066579,1426
0066601,10898
0066728,1123
0066730,7698
0066763,9324
0066765,1837
0066769,9680
0066798,6140
0066808,5312
0066817,1770
0066824,7574
0066857,10786
0066914,9761
0066919,6243
0066921,1039
0066993,7158
0066995,5390
0067023,6351
0067065,2893
0067116,4232
0067128,7518
0067148,6408
0067185,2159
0067206,9736
0067277,9591
0067309,6804
0067322,5344
0067328,2286
0067341,4066
0067355,9380
0067367,4327
0067372,8265
0067402,3502
0067411,5313
0067418,9299
0067439,3218
0067445,5375
0067451,3139
0067482,9123
0067483,7189
0067541,6763
0067588,3252
0067633,8844
0067637,3476
0067690,8874
0067713,4201
0067736,10468
0067741,2751
0067800,2620
0067810,3039
0067820,1457
0067866,10490
0067881,3194
0067919,8641
0067927,9228
0067959,239
0067961,9082
0067972,8506
0067977,2087
0067992,304
0068154,9557
0068156,2986
0068161,3408
0068182,2674
0068205,1636
0068232,7406
0068240,2391
0068273,9747
0068278,6822
0068281,10589
0068282,1281
0068284,7019
0068326,3274
0068327,4186
0068346,6085
0068359,6078
0068361,7964
0068370,6079
0068371,6417
0068468,6811
0068473,3395
0068569,10612
0068611,7434
0068638,10949
0068646,2224
0068675,8508
0068699,5127
0068762,2924
0068768,10648
0068815,9381
0068816,9382
0068817,9384
0068828,9183
0068833,7186
0069019,2803
0069067,5187
0069089,708
0069095,9774
0069113,4916
0069281,5314
0069293,679
0069404,3132
0069442,1176
0069467,2031
0069489,6500
0069495,4149
0069697,9778
0069704,4610
0069729,9748
0069745,9760
0069747,1550
0069754,6815
0069762,269
0069848,10724
0069890,10738
0069895,7593
0069897,10588
0069945,1814
0069987,7603
0069990,5439
0069995,722
0070003,8140
0070034,8926
0070040,1768
0070047,751
0070122,6484
0070215,9777
0070233,257
0070239,3688
0070294,4882
0070297,7077
0070300,2682
0070328,5393
0070379,5315
0070453,9995
0070460,5996
0070468,9166
0070510,3446
0070511,3433
0070518,8828
0070534,9558
0070544,9298
0070608,4667
0070634,8320
0070641,6244
0070666,2769
0070694,4981
0070698,9454
0070707,2447
0070723,2816
0070735,2316
0070782,8842
0070819,2444
0070842,7020
0070849,4516
0070898,10353
0070904,7867
0070917,939
0070926,10503
0070948,1673
0070959,7544
0071110,9046
0071115,2214
0071129,10571
0071141,5118
0071203,11008
0071222,3770
0071230,845
0071233,10128
0071247,6535
0071315,2237
0071360,3985
0071381,264
0071396,10572
0071402,5531
0071411,1807
0071427,2760
0071431,7338
0071464,7003
0071517,6175
0071562,3896
0071565,6480
0071583,2399
0071615,2848
0071690,7249
0071695,9385
0071717,9154
0071762,10983
0071798,2831
0071803,3236
0071807,5434
0071853,1839
0071935,2025
0071970,5999
0071994,5781
0072226,8551
0072271,2814
0072281,9824
0072308,4520
0072325,6465
0072353,6758
0072354,8355
0072417,7076
0072431,1077
0072435,10647
0072443,3668
0072448,5963
0072500,1737
0072684,2317
0072730,6654
0072791,10450
0072824,9823
0072856,9160
0072890,3799
0072895,5798
0072901,2530
0072905,10505
0072933,7008
0072979,5843
0073076,564
0073114,10344
0073115,4284
0073172,8958
0073179,529
0073195,2561
0073198,3368
0073233,7252
0073312,7318
0073349,9730
0073373,6564
0073440,4517
0073471,9217
0073486,1321
0073518,7405
0073540,230
0073541,9559
0073582,7170
0073598,6900
0073629,1228
0073650,7238
0073697,10587
0073747,293
0073768,10466
0073778,6799
0073802,337
0073812,850
0073972,10287
0074080,9738
0074102,3190
0074119,7183
0074121,9297
0074152,3879
0074156,219
0074256,2640
0074285,457
0074400,6505
0074437,9731
0074455,3567
0074462,4901
0074471,9733
0074486,4147
0074512,4615
0074548,9759
0074597,8628
0074611,4936
0074740,9387
0074806,4185
0074811,8271
0074812,1393
0074851,1423
0074853,9580
0074855,9732
0074860,3417
0074937,2949
0074958,1401
0075005,1287
0075029,967
0075137,2683
0075148,2267
0075177,2974
0075178,4612
0075222,2367
0075223,5706
0075249,2672
0075265,3722
0075276,1477
0075314,2223
0075342,8161
0075359,9152
0075376,10469
0075467,8541
0075612,2524
0075617,3248
0075666,8985
0075679,9100
0075686,1469
0075784,2983
0075860,3610
0075909,5694
0075936,7250
0075938,3216
0075939,9113
0075968,8860
0075988,10675
0076054,10201
0076085,3366
0076095,1687
0076141,4474
0076155,3952
0076161,4317
0076162,2534
0076175,9775
0076240,10068
0076245,862
0076257,7695
0076271,7728
0076319,3720
0076363,1063
0076504,8401
0076538,8439
0076578,9623
0076582,1882
0076584,405
0076590,9401
0076591,8746
0076618,1217
0076661,4452
0076666,911
0076683,4200
0076723,9184
0076727,688
0076734,1710
0076752,5723
0076759,669
0076786,1857
0076843,693
0077189,2584
0077215,5548
0077269,6695
0077275,8887
0077288,4111
0077369,9518
0077394,1284
0077402,1503
0077405,238
0077413,2965
0077416,2668
0077474,9227
0077497,9757
0077578,6406
0077613,3048
0077629,8701
0077631,753
0077651,2815
0077681,7195
0077687,10607
0077707,4766
0077711,515
0077713,4905
0077742,1658
0077766,7223
0077838,10611
0077864,9560
0077869,8437
0077889,6638
0077914,7034
0077928,3419
0077975,303
0078087,10575
0078089,9211
0078111,8721
0078259,1200
0078295,10519
0078346,1999
0078444,10965
0078480,2282
0078503,5198
0078504,5331
0078509,3391
0078748,13
0078754,1222
0078767,4687
0078778,5708
0078788,2227
0078841,1699
0078843,6280
0078846,10470
0078869,7233
0078875,1020
0078913,9638
0078935,2278
0078966,2284
0079095,1766
0079116,3420
0079180,846
0079256,10430
0079261,7636
0079336,2187
0079367,2327
0079417,7645
0079470,787
0079501,6290
0079522,403
0079540,5415
0079574,3504
0079579,684
0079588,8987
0079593,8516
0079596,4797
0079638,9966
0079639,9857
0079641,2496
0079679,9404
0079714,7092
0079766,4599
0079813,4741
0079817,6870
0079820,7987
0079826,9876
0079833,8510
0079871,9417
0079944,3667
0079945,1300
0079946,8160
0080025,5234
0080040,8168
0080120,695
0080319,863
0080339,873
0080365,9781
0080377,2068
0080388,1223
0080421,7307
0080453,6395
0080455,208
0080487,10875
0080492,3962
0080549,5681
0080569,3427
0080684,670
0080711,2377
0080716,360
0080736,7401
0080745,3858
0080749,2484
0080761,4569
0080855,4960
0080931,7389
0080979,9819
0081060,2799
0081114,8402
0081163,8116
0081237,6877
0081249,1845
0081283,7192
0081323,3673
0081353,8945
0081375,2883
0081398,1437
0081414,2142
0081455,9416
0081505,930
0081534,3873
0081573,4282
0081616,1472
0081633,2697
0081777,3254
0081974,9049
0082010,2873
0082045,4584
0082085,6865
0082089,3549
0082096,2143
0082100,9523
0082153,9158
0082158,6507
0082176,3976
0082186,744
0082198,407
0082242,8973
0082269,8180
0082288,6944
0082307,7221
0082334,8165
0082340,1427
0082348,8502
0082370,1646
0082398,5955
0082405,10403
0082406,1124
0082418,4572
0082424,7477
0082431,8413
0082474,2073
0082477,6496
0082484,2053
0082495,4708
0082498,7362
0082509,3231
0082517,1081
0082533,5378
0082639,821
0082640,2533
0082677,4561
0082700,9750
0082714,6245
0082719,6630
0082748,7414
0082766,3641
0082776,972
0082783,874
0082817,9729
0082846,8837
0082869,2753
0082894,4009
0082911,9723
0082926,2062
0082933,9809
0082951,8411
0082970,8417
0082971,340
0082979,2667
0082992,1568
0083067,7732
0083111,1197
0083131,5325
0083137,6240
0083190,8789
0083248,1707
0083284,9728
0083511,5355
0083564,851
0083629,7345
0083642,4124
0083658,234
0083686,9524
0083722,2770
0083745,2298
0083762,4564
0083791,1035
0083806,1881
0083824,9634
0083833,4406
0083851,2241
0083866,1645
0083907,3918
0083908,8115
0083922,3078
0083929,1934
0083942,6497
0083944,3342
0083959,3618
0083967,4844
0083972,4573
0083987,9593
0084021,3034
0084090,5338
0084234,6115
0084237,1226
0084335,7557
0084352,9356
0084358,7247
0084390,1793
0084434,7244
0084481,3946
0084503,6068
0084516,4544
0084522,4005
0084548,1463
0084589,231
0084602,6871
0084637,8117
0084649,1510
0084690,10506
0084695,3105
0084698,2251
0084707,1003
0084725,7107
0084726,896
0084745,7199
0084777,7175
0084783,8986
0084787,1861
0084805,2874
0084827,1002
0084855,6704
0084865,8665
0084904,8812
0084917,10183
0085218,8029
0085231,8971
0085250,9749
0085267,3644
0085276,2255
0085333,455
0085334,5473
0085382,7750
0085407,5427
0085478,1105
0085482,2599
0085486,9756
0085496,3376
0085549,3972
0085601,4585
0085672,5257
0085701,1785
0085750,7243
0085794,1896
0085809,4079
0085811,6126
0085838,3672
0085852,1696
0085859,3519
0085894,4622
0085933,5945
0085936,6127
0085959,6439
0086034,6313
0086066,7563
0086104,7531
0086190,671
0086200,9274
0086216,2387
0086250,5321
0086312,442
0086340,9741
