imdbid,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $),bechdel
tt1798684,Southpaw,2015,16,124 min,"Action, Crime, Drama",7.3,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.",Antoine Fuqua,/name/nm0298807/,"Jake Gyllenhaal, 
Rachel McAdams, 
Oona Laurence, 
Forest Whitaker","/name/nm0350453/,/name/nm1046097/,/name/nm4802218/,/name/nm0001845/",242454.0,52421953.0,2
tt9620288,King Richard,2021,UA,144 min,"Biography, Drama, Sport",7.5,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.,Reinaldo Marcus Green,/name/nm3232264/,"Will Smith, 
Aunjanue Ellis, 
Jon Bernthal, 
Saniyya Sidney","/name/nm0000226/,/name/nm0254712/,/name/nm1256532/,/name/nm5181138/",117846.0,,3
tt2058673,Point Break,2015,UA,114 min,"Action, Adventure, Crime",5.3,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",Ericson Core,/name/nm0179697/,"Edgar Ramírez, 
Luke Bracey, 
Ray Winstone, 
Teresa Palmer","/name/nm1183149/,/name/nm3478396/,/name/nm0935653/,/name/nm1954240/",63913.0,28782481.0,0
tt3554046,Space Jam: A New Legacy,2021,U,115 min,"Animation, Adventure, Comedy",4.5,"A rogue artificial intelligence kidnaps the son of famed basketball player LeBron James, who then has to work with Bugs Bunny to win a basketball game.",Malcolm D. Lee,/name/nm0002700/,"LeBron James, 
Don Cheadle, 
Cedric Joe, 
Khris Davis","/name/nm1429908/,/name/nm0000332/,/name/nm9347978/,/name/nm7800057/",73533.0,70592228.0,3
tt1216475,Cars 2,2011,U,106 min,"Animation, Adventure, Comedy",6.2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"John Lasseter, 
Bradford Lewis",/name/nm0005124/,"Owen Wilson, 
Larry the Cable Guy, 
Michael Caine, 
Emily Mortimer","/name/nm0506977/,/name/nm0005562/,/name/nm1249256/,/name/nm0000323/,/name/nm0607865/",195751.0,191452396.0,2
tt1155076,The Karate Kid,2010,U,140 min,"Action, Drama, Family",6.2,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",Harald Zwart,/name/nm0958969/,"Jackie Chan, 
Jaden Smith, 
Taraji P. Henson, 
Wenwen Han","/name/nm0000329/,/name/nm1535523/,/name/nm0378245/,/name/nm3924219/",189057.0,176591618.0,3
tt6513120,Fighting with My Family,2019,A,108 min,"Biography, Comedy, Drama",7.1,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,Stephen Merchant,/name/nm0580351/,"Dwayne Johnson, 
Lena Headey, 
Vince Vaughn, 
Florence Pugh","/name/nm0425005/,/name/nm0372176/,/name/nm0000681/,/name/nm6073955/",82960.0,22958886.0,3
tt3606752,Cars 3,2017,U,102 min,"Animation, Adventure, Comedy",6.7,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,Brian Fee,/name/nm0270263/,"Owen Wilson, 
Cristela Alonzo, 
Chris Cooper, 
Nathan Fillion","/name/nm0005562/,/name/nm2242399/,/name/nm0177933/,/name/nm0277213/",104538.0,152901115.0,3
tt1023111,Never Back Down,2008,16,113 min,"Action, Drama, Sport",6.5,"A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club, and meets a classmate who begins to coerce him into fighting.",Jeff Wadlow,/name/nm0905592/,"Sean Faris, 
Djimon Hounsou, 
Amber Heard, 
Cam Gigandet","/name/nm0267511/,/name/nm0005023/,/name/nm1720028/,/name/nm1544217/",103018.0,24850922.0,2
tt1172233,Whip It,2009,PG-13,111 min,"Drama, Sport",6.9,"In Bodeen, Texas, an indie-rock-loving misfit finds a way of dealing with small-town misery after discovering a roller-derby league in nearby Austin.",Drew Barrymore,/name/nm0000106/,"Elliot Page, 
Drew Barrymore, 
Kristen Wiig, 
Sarah Habel","/name/nm0680983/,/name/nm0000106/,/name/nm1325419/,/name/nm3080981/",68355.0,13043363.0,3
